Removed Pin From Net: NetName=1WIRE_BUS Pin=D7-3
Removed Pin From Net: NetName=UART.RX Pin=R43-1
Removed Pin From Net: NetName=1WIRE_BUS Pin=R43-2
Removed Pin From Net: NetName=GND Pin=R56-1
Removed Pin From Net: NetName=GND Pin=R58-1
Removed Pin From Net: NetName=GND Pin=R59-1
Removed Pin From Net: NetName=1WIRE_BUS Pin=U7-2
Removed Member From Class: ClassName=1Wire Member=D7
Removed Member From Class: ClassName=1Wire Member=R43
Change Component Footprint: Designator=J1 Old Footprint=DF40HC(3.0)-100DS-0.4V(51-Footprint-1 New Footprint=DF40HC(3.0)-100DS-0.4V(51-Footprint-1
Change Component Footprint: Designator=J2 Old Footprint=DF40HC(3.0)-100DS-0.4V(51-Footprint-1 New Footprint=DF40HC(3.0)-100DS-0.4V(51-Footprint-1
Change Component Footprint: Designator=R43 Old Footprint=SMD_RES_0402(1005)_N New Footprint=SMD_RES_2512(6432)_N
Change Component Footprint: Designator=D7 Old Footprint=SOT23-3 New Footprint=LED_3MM_SPACED_6.4MM_BLUE
Change Component Comment : Designator=J11 Old Comment=C71827 New Comment=B2100S40PE000
Change Component Comment : Designator=D7 Old Comment=LBAT54ALT1G New Comment=TJ-L3FYTGCBMCGSFLC6B-A5
Change Component Comment : Designator=R43 Old Comment=RC0402FR-070RL New Comment=AC2512FK-07470RL
Change Managed Component Library Link : Designator=J1 Old VaultGUID=D814680C-BF6A-48BF-A460-F1E8172B4765 New VaultGUID=D814680C-BF6A-48BF-A460-F1E8172B4765 Old ItemGUID=30d6e968-bd07-405d-aeff-92325dd631e9 New ItemGUID=30d6e968-bd07-405d-aeff-92325dd631e9 Old RevisionGUID=abb70f75-5808-4815-97cc-c6b55b50e4a6 New RevisionGUID=e82a4879-8232-478d-abe3-1a5de26feeaf
Change Managed Component Library Link : Designator=J2 Old VaultGUID=D814680C-BF6A-48BF-A460-F1E8172B4765 New VaultGUID=D814680C-BF6A-48BF-A460-F1E8172B4765 Old ItemGUID=30d6e968-bd07-405d-aeff-92325dd631e9 New ItemGUID=30d6e968-bd07-405d-aeff-92325dd631e9 Old RevisionGUID=abb70f75-5808-4815-97cc-c6b55b50e4a6 New RevisionGUID=e82a4879-8232-478d-abe3-1a5de26feeaf
Change component parameters: Designator = "R43" ("R43"); Footprint = "SMD_RES_0402(1005)_N"; UniqueID = "\TKWWRQBJ\IQZFYCUO" ("\TKWWRQBJ\IQZFYCUO")
Added Pin To Net: NetName=BO_EN_4 Pin=R69_4-1
Added Net: Name=BO_EN_4
Added Pin To Net: NetName=BO_EN_5 Pin=R68_5-2
Added Pin To Net: NetName=BO_EN_5 Pin=R69_5-1
Added Net: Name=BO_EN_5
Added Pin To Net: NetName=BO_EN_6 Pin=R68_6-2
Added Pin To Net: NetName=BO_EN_6 Pin=R69_6-1
Added Net: Name=BO_EN_6
Added Pin To Net: NetName=BOOT0 Pin=R79-2
Added Pin To Net: NetName=BOOT0 Pin=U11-44
Added Net: Name=BOOT0
Added Pin To Net: NetName=I2C_SCL Pin=R81-1
Added Net: Name=I2C_SCL
Added Pin To Net: NetName=I2C_SDA Pin=R82-1
Added Net: Name=I2C_SDA
Added Pin To Net: NetName=LED_1 Pin=R87_1-2
Added Net: Name=LED_1
Added Pin To Net: NetName=LED_2 Pin=R87_2-2
Added Net: Name=LED_2
Added Pin To Net: NetName=LED_3 Pin=R76_3-2
Added Net: Name=LED_3
Added Pin To Net: NetName=LED_4 Pin=R76_4-2
Added Net: Name=LED_4
Added Pin To Net: NetName=LED Pin=R70-2
Added Net: Name=LED
Added Pin To Net: NetName=N\R\S\T\ Pin=R80-1
Added Pin To Net: NetName=N\R\S\T\ Pin=U11-7
Added Net: Name=N\R\S\T\
Added Pin To Net: NetName=NetD7_A Pin=D7-A
Added Pin To Net: NetName=NetD7_A Pin=R43-1
Added Net: Name=NetD7_A
Added Pin To Net: NetName=NetD7_K Pin=D7-K
Added Pin To Net: NetName=NetD7_K Pin=Q3-3
Added Net: Name=NetD7_K
Added Pin To Net: NetName=NetD16_1_2 Pin=D16_1-2
Added Pin To Net: NetName=NetD16_1_2 Pin=F9_1-1
Added Pin To Net: NetName=NetD16_1_2 Pin=Q1_1-2
Added Pin To Net: NetName=NetD16_1_2 Pin=R66_1-2
Added Net: Name=NetD16_1_2
Added Pin To Net: NetName=NetD16_2_2 Pin=D16_2-2
Added Pin To Net: NetName=NetD16_2_2 Pin=F9_2-1
Added Pin To Net: NetName=NetD16_2_2 Pin=Q1_2-2
Added Pin To Net: NetName=NetD16_2_2 Pin=R66_2-2
Added Net: Name=NetD16_2_2
Added Pin To Net: NetName=NetD16_3_2 Pin=D16_3-2
Added Pin To Net: NetName=NetD16_3_2 Pin=F9_3-1
Added Pin To Net: NetName=NetD16_3_2 Pin=Q1_3-2
Added Pin To Net: NetName=NetD16_3_2 Pin=R66_3-2
Added Net: Name=NetD16_3_2
Added Pin To Net: NetName=NetD16_4_2 Pin=D16_4-2
Added Pin To Net: NetName=NetD16_4_2 Pin=F9_4-1
Added Pin To Net: NetName=NetD16_4_2 Pin=Q1_4-2
Added Pin To Net: NetName=NetD16_4_2 Pin=R66_4-2
Added Net: Name=NetD16_4_2
Added Pin To Net: NetName=NetD16_5_2 Pin=D16_5-2
Added Pin To Net: NetName=NetD16_5_2 Pin=F9_5-1
Added Pin To Net: NetName=NetD16_5_2 Pin=Q1_5-2
Added Pin To Net: NetName=NetD16_5_2 Pin=R66_5-2
Added Net: Name=NetD16_5_2
Added Pin To Net: NetName=NetD16_6_2 Pin=D16_6-2
Added Pin To Net: NetName=NetD16_6_2 Pin=F9_6-1
Added Pin To Net: NetName=NetD16_6_2 Pin=Q1_6-2
Added Pin To Net: NetName=NetD16_6_2 Pin=R66_6-2
Added Net: Name=NetD16_6_2
Added Pin To Net: NetName=NetD17_A Pin=D17-A
Added Pin To Net: NetName=NetD17_A Pin=R56-1
Added Net: Name=NetD17_A
Added Pin To Net: NetName=NetD18_A Pin=D18-A
Added Pin To Net: NetName=NetD18_A Pin=R59-1
Added Net: Name=NetD18_A
Added Pin To Net: NetName=NetD19_A Pin=D19-A
Added Pin To Net: NetName=NetD19_A Pin=R58-1
Added Net: Name=NetD19_A
Added Pin To Net: NetName=NetD20_1_A Pin=D20_1-A
Added Pin To Net: NetName=NetD20_1_A Pin=R66_1-1
Added Net: Name=NetD20_1_A
Added Pin To Net: NetName=NetD20_2_A Pin=D20_2-A
Added Pin To Net: NetName=NetD20_2_A Pin=R66_2-1
Added Net: Name=NetD20_2_A
Added Pin To Net: NetName=NetD20_3_A Pin=D20_3-A
Added Pin To Net: NetName=NetD20_3_A Pin=R66_3-1
Added Net: Name=NetD20_3_A
Added Pin To Net: NetName=NetD20_4_A Pin=D20_4-A
Added Pin To Net: NetName=NetD20_4_A Pin=R66_4-1
Added Net: Name=NetD20_4_A
Added Pin To Net: NetName=NetD20_5_A Pin=D20_5-A
Added Pin To Net: NetName=NetD20_5_A Pin=R66_5-1
Added Net: Name=NetD20_5_A
Added Pin To Net: NetName=NetD20_6_A Pin=D20_6-A
Added Pin To Net: NetName=NetD20_6_A Pin=R66_6-1
Added Net: Name=NetD20_6_A
Added Pin To Net: NetName=NetD21_1_A Pin=D21_1-A
Added Pin To Net: NetName=NetD21_1_A Pin=R73_1-1
Added Net: Name=NetD21_1_A
Added Pin To Net: NetName=NetD21_1_K Pin=D21_1-K
Added Pin To Net: NetName=NetD21_1_K Pin=Q5_1-3
Added Net: Name=NetD21_1_K
Added Pin To Net: NetName=NetD21_2_A Pin=D21_2-A
Added Pin To Net: NetName=NetD21_2_A Pin=R73_2-1
Added Net: Name=NetD21_2_A
Added Pin To Net: NetName=NetD21_2_K Pin=D21_2-K
Added Pin To Net: NetName=NetD21_2_K Pin=Q5_2-3
Added Net: Name=NetD21_2_K
Added Pin To Net: NetName=NetD21_3_A Pin=D21_3-A
Added Pin To Net: NetName=NetD21_3_A Pin=R73_3-1
Added Net: Name=NetD21_3_A
Added Pin To Net: NetName=NetD21_3_K Pin=D21_3-K
Added Pin To Net: NetName=NetD21_3_K Pin=Q5_3-3
Added Net: Name=NetD21_3_K
Added Pin To Net: NetName=NetD21_4_A Pin=D21_4-A
Added Pin To Net: NetName=NetD21_4_A Pin=R73_4-1
Added Net: Name=NetD21_4_A
Added Pin To Net: NetName=NetD21_4_K Pin=D21_4-K
Added Pin To Net: NetName=NetD21_4_K Pin=Q5_4-3
Added Net: Name=NetD21_4_K
Added Pin To Net: NetName=NetD22_A Pin=D22-A
Added Pin To Net: NetName=NetD22_A Pin=R83-1
Added Net: Name=NetD22_A
Added Pin To Net: NetName=NetD22_K Pin=D22-K
Added Pin To Net: NetName=NetD22_K Pin=Q6-3
Added Net: Name=NetD22_K
Added Pin To Net: NetName=NetD23_1_A Pin=D23_1-A
Added Pin To Net: NetName=NetD23_1_A Pin=R86_1-1
Added Net: Name=NetD23_1_A
Added Pin To Net: NetName=NetD23_1_K Pin=D23_1-K
Added Pin To Net: NetName=NetD23_1_K Pin=Q7_1-3
Added Net: Name=NetD23_1_K
Added Pin To Net: NetName=NetD23_2_A Pin=D23_2-A
Added Pin To Net: NetName=NetD23_2_A Pin=R86_2-1
Added Net: Name=NetD23_2_A
Added Pin To Net: NetName=NetD23_2_K Pin=D23_2-K
Added Pin To Net: NetName=NetD23_2_K Pin=Q7_2-3
Added Net: Name=NetD23_2_K
Added Pin To Net: NetName=NetD23_3_A Pin=D23_3-A
Added Pin To Net: NetName=NetD23_3_A Pin=R86_3-1
Added Net: Name=NetD23_3_A
Added Pin To Net: NetName=NetD23_3_K Pin=D23_3-K
Added Pin To Net: NetName=NetD23_3_K Pin=Q7_3-3
Added Net: Name=NetD23_3_K
Added Pin To Net: NetName=NetD23_4_A Pin=D23_4-A
Added Pin To Net: NetName=NetD23_4_A Pin=R86_4-1
Added Net: Name=NetD23_4_A
Added Pin To Net: NetName=NetD23_4_K Pin=D23_4-K
Added Pin To Net: NetName=NetD23_4_K Pin=Q7_4-3
Added Net: Name=NetD23_4_K
Added Pin To Net: NetName=NetD23_5_A Pin=D23_5-A
Added Pin To Net: NetName=NetD23_5_A Pin=R86_5-1
Added Net: Name=NetD23_5_A
Added Pin To Net: NetName=NetD23_5_K Pin=D23_5-K
Added Pin To Net: NetName=NetD23_5_K Pin=Q7_5-3
Added Net: Name=NetD23_5_K
Added Pin To Net: NetName=NetD23_6_A Pin=D23_6-A
Added Pin To Net: NetName=NetD23_6_A Pin=R86_6-1
Added Net: Name=NetD23_6_A
Added Pin To Net: NetName=NetD23_6_K Pin=D23_6-K
Added Pin To Net: NetName=NetD23_6_K Pin=Q7_6-3
Added Net: Name=NetD23_6_K
Added Pin To Net: NetName=NetD23_7_A Pin=D23_7-A
Added Pin To Net: NetName=NetD23_7_A Pin=R86_7-1
Added Net: Name=NetD23_7_A
Added Pin To Net: NetName=NetD23_7_K Pin=D23_7-K
Added Pin To Net: NetName=NetD23_7_K Pin=Q7_7-3
Added Net: Name=NetD23_7_K
Added Pin To Net: NetName=NetD23_8_A Pin=D23_8-A
Added Pin To Net: NetName=NetD23_8_A Pin=R86_8-1
Added Net: Name=NetD23_8_A
Added Pin To Net: NetName=NetD23_8_K Pin=D23_8-K
Added Pin To Net: NetName=NetD23_8_K Pin=Q7_8-3
Added Net: Name=NetD23_8_K
Added Pin To Net: NetName=NetD23_9_A Pin=D23_9-A
Added Pin To Net: NetName=NetD23_9_A Pin=R86_9-1
Added Net: Name=NetD23_9_A
Added Pin To Net: NetName=NetD23_9_K Pin=D23_9-K
Added Pin To Net: NetName=NetD23_9_K Pin=Q7_9-3
Added Net: Name=NetD23_9_K
Added Pin To Net: NetName=NetD23_10_A Pin=D23_10-A
Added Pin To Net: NetName=NetD23_10_A Pin=R86_10-1
Added Net: Name=NetD23_10_A
Added Pin To Net: NetName=NetD23_10_K Pin=D23_10-K
Added Pin To Net: NetName=NetD23_10_K Pin=Q7_10-3
Added Net: Name=NetD23_10_K
Added Pin To Net: NetName=NetF9_1_2 Pin=F9_1-2
Added Pin To Net: NetName=NetF9_1_2 Pin=J16_1-1
Added Net: Name=NetF9_1_2
Added Pin To Net: NetName=NetF9_2_2 Pin=F9_2-2
Added Pin To Net: NetName=NetF9_2_2 Pin=J16_2-1
Added Net: Name=NetF9_2_2
Added Pin To Net: NetName=NetF9_3_2 Pin=F9_3-2
Added Pin To Net: NetName=NetF9_3_2 Pin=J16_3-1
Added Net: Name=NetF9_3_2
Added Pin To Net: NetName=NetF9_4_2 Pin=F9_4-2
Added Pin To Net: NetName=NetF9_4_2 Pin=J16_4-1
Added Net: Name=NetF9_4_2
Added Pin To Net: NetName=NetF9_5_2 Pin=F9_5-2
Added Pin To Net: NetName=NetF9_5_2 Pin=J16_5-1
Added Net: Name=NetF9_5_2
Added Pin To Net: NetName=NetF9_6_2 Pin=F9_6-2
Added Pin To Net: NetName=NetF9_6_2 Pin=J16_6-1
Added Net: Name=NetF9_6_2
Added Pin To Net: NetName=NetJ22_1_1 Pin=J22_1-1
Added Pin To Net: NetName=NetJ22_1_1 Pin=K1_1-2
Added Net: Name=NetJ22_1_1
Added Pin To Net: NetName=NetJ22_1_2 Pin=J22_1-2
Added Pin To Net: NetName=NetJ22_1_2 Pin=K1_1-1
Added Net: Name=NetJ22_1_2
Added Pin To Net: NetName=NetJ22_1_3 Pin=J22_1-3
Added Pin To Net: NetName=NetJ22_1_3 Pin=K1_1-3
Added Net: Name=NetJ22_1_3
Added Pin To Net: NetName=NetJ22_2_1 Pin=J22_2-1
Added Pin To Net: NetName=NetJ22_2_1 Pin=K1_2-2
Added Net: Name=NetJ22_2_1
Added Pin To Net: NetName=NetJ22_2_2 Pin=J22_2-2
Added Pin To Net: NetName=NetJ22_2_2 Pin=K1_2-1
Added Net: Name=NetJ22_2_2
Added Pin To Net: NetName=NetJ22_2_3 Pin=J22_2-3
Added Pin To Net: NetName=NetJ22_2_3 Pin=K1_2-3
Added Net: Name=NetJ22_2_3
Added Pin To Net: NetName=NetJ22_3_1 Pin=J22_3-1
Added Pin To Net: NetName=NetJ22_3_1 Pin=K1_3-2
Added Net: Name=NetJ22_3_1
Added Pin To Net: NetName=NetJ22_3_2 Pin=J22_3-2
Added Pin To Net: NetName=NetJ22_3_2 Pin=K1_3-1
Added Net: Name=NetJ22_3_2
Added Pin To Net: NetName=NetJ22_3_3 Pin=J22_3-3
Added Pin To Net: NetName=NetJ22_3_3 Pin=K1_3-3
Added Net: Name=NetJ22_3_3
Added Pin To Net: NetName=NetJ22_4_1 Pin=J22_4-1
Added Pin To Net: NetName=NetJ22_4_1 Pin=K1_4-2
Added Net: Name=NetJ22_4_1
Added Pin To Net: NetName=NetJ22_4_2 Pin=J22_4-2
Added Pin To Net: NetName=NetJ22_4_2 Pin=K1_4-1
Added Net: Name=NetJ22_4_2
Added Pin To Net: NetName=NetJ22_4_3 Pin=J22_4-3
Added Pin To Net: NetName=NetJ22_4_3 Pin=K1_4-3
Added Net: Name=NetJ22_4_3
Added Pin To Net: NetName=NetJ24_1_3 Pin=J24_1-3
Added Pin To Net: NetName=NetJ24_1_3 Pin=R78_1-2
Added Net: Name=NetJ24_1_3
Added Pin To Net: NetName=NetJ24_2_3 Pin=J24_2-3
Added Pin To Net: NetName=NetJ24_2_3 Pin=R78_2-2
Added Net: Name=NetJ24_2_3
Added Pin To Net: NetName=NetJ24_3_3 Pin=J24_3-3
Added Pin To Net: NetName=NetJ24_3_3 Pin=R78_3-2
Added Net: Name=NetJ24_3_3
Added Pin To Net: NetName=NetJ24_4_3 Pin=J24_4-3
Added Pin To Net: NetName=NetJ24_4_3 Pin=R78_4-2
Added Net: Name=NetJ24_4_3
Added Pin To Net: NetName=NetK1_1_5 Pin=K1_1-5
Added Pin To Net: NetName=NetK1_1_5 Pin=Q4_1-3
Added Net: Name=NetK1_1_5
Added Pin To Net: NetName=NetK1_2_5 Pin=K1_2-5
Added Pin To Net: NetName=NetK1_2_5 Pin=Q4_2-3
Added Net: Name=NetK1_2_5
Added Pin To Net: NetName=NetK1_3_5 Pin=K1_3-5
Added Pin To Net: NetName=NetK1_3_5 Pin=Q4_3-3
Added Net: Name=NetK1_3_5
Added Pin To Net: NetName=NetK1_4_5 Pin=K1_4-5
Added Pin To Net: NetName=NetK1_4_5 Pin=Q4_4-3
Added Net: Name=NetK1_4_5
Added Pin To Net: NetName=NetQ1_1_1 Pin=Q1_1-1
Added Pin To Net: NetName=NetQ1_1_1 Pin=R65_1-1
Added Pin To Net: NetName=NetQ1_1_1 Pin=R67_1-2
Added Net: Name=NetQ1_1_1
Added Pin To Net: NetName=NetQ1_2_1 Pin=Q1_2-1
Added Pin To Net: NetName=NetQ1_2_1 Pin=R65_2-1
Added Pin To Net: NetName=NetQ1_2_1 Pin=R67_2-2
Added Net: Name=NetQ1_2_1
Added Pin To Net: NetName=NetQ1_3_1 Pin=Q1_3-1
Added Pin To Net: NetName=NetQ1_3_1 Pin=R65_3-1
Added Pin To Net: NetName=NetQ1_3_1 Pin=R67_3-2
Added Net: Name=NetQ1_3_1
Added Pin To Net: NetName=NetQ1_4_1 Pin=Q1_4-1
Added Pin To Net: NetName=NetQ1_4_1 Pin=R65_4-1
Added Pin To Net: NetName=NetQ1_4_1 Pin=R67_4-2
Added Net: Name=NetQ1_4_1
Added Pin To Net: NetName=NetQ1_5_1 Pin=Q1_5-1
Added Pin To Net: NetName=NetQ1_5_1 Pin=R65_5-1
Added Pin To Net: NetName=NetQ1_5_1 Pin=R67_5-2
Added Net: Name=NetQ1_5_1
Added Pin To Net: NetName=NetQ1_6_1 Pin=Q1_6-1
Added Pin To Net: NetName=NetQ1_6_1 Pin=R65_6-1
Added Pin To Net: NetName=NetQ1_6_1 Pin=R67_6-2
Added Net: Name=NetQ1_6_1
Added Pin To Net: NetName=NetQ2_1_1 Pin=Q2_1-1
Added Pin To Net: NetName=NetQ2_1_1 Pin=R68_1-1
Added Net: Name=NetQ2_1_1
Added Pin To Net: NetName=NetQ2_1_3 Pin=Q2_1-3
Added Pin To Net: NetName=NetQ2_1_3 Pin=R67_1-1
Added Net: Name=NetQ2_1_3
Added Pin To Net: NetName=NetQ2_2_1 Pin=Q2_2-1
Added Pin To Net: NetName=NetQ2_2_1 Pin=R68_2-1
Added Net: Name=NetQ2_2_1
Added Pin To Net: NetName=NetQ2_2_3 Pin=Q2_2-3
Added Pin To Net: NetName=NetQ2_2_3 Pin=R67_2-1
Added Net: Name=NetQ2_2_3
Added Pin To Net: NetName=NetQ2_3_1 Pin=Q2_3-1
Added Pin To Net: NetName=NetQ2_3_1 Pin=R68_3-1
Added Net: Name=NetQ2_3_1
Added Pin To Net: NetName=NetQ2_3_3 Pin=Q2_3-3
Added Pin To Net: NetName=NetQ2_3_3 Pin=R67_3-1
Added Net: Name=NetQ2_3_3
Added Pin To Net: NetName=NetQ2_4_1 Pin=Q2_4-1
Added Pin To Net: NetName=NetQ2_4_1 Pin=R68_4-1
Added Net: Name=NetQ2_4_1
Added Pin To Net: NetName=NetQ2_4_3 Pin=Q2_4-3
Added Pin To Net: NetName=NetQ2_4_3 Pin=R67_4-1
Added Net: Name=NetQ2_4_3
Added Pin To Net: NetName=NetQ2_5_1 Pin=Q2_5-1
Added Pin To Net: NetName=NetQ2_5_1 Pin=R68_5-1
Added Net: Name=NetQ2_5_1
Added Pin To Net: NetName=NetQ2_5_3 Pin=Q2_5-3
Added Pin To Net: NetName=NetQ2_5_3 Pin=R67_5-1
Added Net: Name=NetQ2_5_3
Added Pin To Net: NetName=NetQ2_6_1 Pin=Q2_6-1
Added Pin To Net: NetName=NetQ2_6_1 Pin=R68_6-1
Added Net: Name=NetQ2_6_1
Added Pin To Net: NetName=NetQ2_6_3 Pin=Q2_6-3
Added Pin To Net: NetName=NetQ2_6_3 Pin=R67_6-1
Added Net: Name=NetQ2_6_3
Added Pin To Net: NetName=NetQ3_1 Pin=Q3-1
Added Pin To Net: NetName=NetQ3_1 Pin=R70-1
Added Pin To Net: NetName=NetQ3_1 Pin=R71-2
Added Net: Name=NetQ3_1
Added Pin To Net: NetName=NetQ4_1_1 Pin=Q4_1-1
Added Pin To Net: NetName=NetQ4_1_1 Pin=R74_1-1
Added Net: Name=NetQ4_1_1
Added Pin To Net: NetName=NetQ4_2_1 Pin=Q4_2-1
Added Pin To Net: NetName=NetQ4_2_1 Pin=R74_2-1
Added Net: Name=NetQ4_2_1
Added Pin To Net: NetName=NetQ4_3_1 Pin=Q4_3-1
Added Pin To Net: NetName=NetQ4_3_1 Pin=R74_3-1
Added Net: Name=NetQ4_3_1
Added Pin To Net: NetName=NetQ4_4_1 Pin=Q4_4-1
Added Pin To Net: NetName=NetQ4_4_1 Pin=R74_4-1
Added Net: Name=NetQ4_4_1
Added Pin To Net: NetName=NetQ5_1_1 Pin=Q5_1-1
Added Pin To Net: NetName=NetQ5_1_1 Pin=R76_1-1
Added Pin To Net: NetName=NetQ5_1_1 Pin=R77_1-2
Added Net: Name=NetQ5_1_1
Added Pin To Net: NetName=NetQ5_2_1 Pin=Q5_2-1
Added Pin To Net: NetName=NetQ5_2_1 Pin=R76_2-1
Added Pin To Net: NetName=NetQ5_2_1 Pin=R77_2-2
Added Net: Name=NetQ5_2_1
Added Pin To Net: NetName=NetQ5_3_1 Pin=Q5_3-1
Added Pin To Net: NetName=NetQ5_3_1 Pin=R76_3-1
Added Pin To Net: NetName=NetQ5_3_1 Pin=R77_3-2
Added Net: Name=NetQ5_3_1
Added Pin To Net: NetName=NetQ5_4_1 Pin=Q5_4-1
Added Pin To Net: NetName=NetQ5_4_1 Pin=R76_4-1
Added Pin To Net: NetName=NetQ5_4_1 Pin=R77_4-2
Added Net: Name=NetQ5_4_1
Added Pin To Net: NetName=NetQ6_1 Pin=Q6-1
Added Pin To Net: NetName=NetQ6_1 Pin=R84-1
Added Pin To Net: NetName=NetQ6_1 Pin=R85-2
Added Net: Name=NetQ6_1
Added Pin To Net: NetName=NetQ7_1_1 Pin=Q7_1-1
Added Pin To Net: NetName=NetQ7_1_1 Pin=R87_1-1
Added Pin To Net: NetName=NetQ7_1_1 Pin=R88_1-2
Added Net: Name=NetQ7_1_1
Added Pin To Net: NetName=NetQ7_2_1 Pin=Q7_2-1
Added Pin To Net: NetName=NetQ7_2_1 Pin=R87_2-1
Added Pin To Net: NetName=NetQ7_2_1 Pin=R88_2-2
Added Net: Name=NetQ7_2_1
Added Pin To Net: NetName=NetQ7_3_1 Pin=Q7_3-1
Added Pin To Net: NetName=NetQ7_3_1 Pin=R87_3-1
Added Pin To Net: NetName=NetQ7_3_1 Pin=R88_3-2
Added Net: Name=NetQ7_3_1
Added Pin To Net: NetName=NetQ7_4_1 Pin=Q7_4-1
Added Pin To Net: NetName=NetQ7_4_1 Pin=R87_4-1
Added Pin To Net: NetName=NetQ7_4_1 Pin=R88_4-2
Added Net: Name=NetQ7_4_1
Added Pin To Net: NetName=NetQ7_5_1 Pin=Q7_5-1
Added Pin To Net: NetName=NetQ7_5_1 Pin=R87_5-1
Added Pin To Net: NetName=NetQ7_5_1 Pin=R88_5-2
Added Net: Name=NetQ7_5_1
Added Pin To Net: NetName=NetQ7_6_1 Pin=Q7_6-1
Added Pin To Net: NetName=NetQ7_6_1 Pin=R87_6-1
Added Pin To Net: NetName=NetQ7_6_1 Pin=R88_6-2
Added Net: Name=NetQ7_6_1
Added Pin To Net: NetName=NetQ7_7_1 Pin=Q7_7-1
Added Pin To Net: NetName=NetQ7_7_1 Pin=R87_7-1
Added Pin To Net: NetName=NetQ7_7_1 Pin=R88_7-2
Added Net: Name=NetQ7_7_1
Added Pin To Net: NetName=NetQ7_8_1 Pin=Q7_8-1
Added Pin To Net: NetName=NetQ7_8_1 Pin=R87_8-1
Added Pin To Net: NetName=NetQ7_8_1 Pin=R88_8-2
Added Net: Name=NetQ7_8_1
Added Pin To Net: NetName=NetQ7_9_1 Pin=Q7_9-1
Added Pin To Net: NetName=NetQ7_9_1 Pin=R87_9-1
Added Pin To Net: NetName=NetQ7_9_1 Pin=R88_9-2
Added Net: Name=NetQ7_9_1
Added Pin To Net: NetName=NetQ7_10_1 Pin=Q7_10-1
Added Pin To Net: NetName=NetQ7_10_1 Pin=R87_10-1
Added Pin To Net: NetName=NetQ7_10_1 Pin=R88_10-2
Added Net: Name=NetQ7_10_1
Added Pin To Net: NetName=OSC32_IN Pin=U11-3
Added Net: Name=OSC32_IN
Added Pin To Net: NetName=OSC32_OUT Pin=U11-4
Added Net: Name=OSC32_OUT
Added Pin To Net: NetName=OSC_IN Pin=C47-2
Added Pin To Net: NetName=OSC_IN Pin=U11-5
Added Pin To Net: NetName=OSC_IN Pin=Y1-1
Added Net: Name=OSC_IN
Added Pin To Net: NetName=OSC_OUT Pin=C48-2
Added Pin To Net: NetName=OSC_OUT Pin=U11-6
Added Pin To Net: NetName=OSC_OUT Pin=Y1-2
Added Net: Name=OSC_OUT
Added Pin To Net: NetName=RELAY_HV Pin=J24_1-2
Added Pin To Net: NetName=RELAY_HV Pin=J24_2-2
Added Pin To Net: NetName=RELAY_HV Pin=J24_3-2
Added Pin To Net: NetName=RELAY_HV Pin=J24_4-2
Added Pin To Net: NetName=RELAY_HV Pin=K1_1-4
Added Pin To Net: NetName=RELAY_HV Pin=K1_2-4
Added Pin To Net: NetName=RELAY_HV Pin=K1_3-4
Added Pin To Net: NetName=RELAY_HV Pin=K1_4-4
Added Net: Name=RELAY_HV
Added Pin To Net: NetName=RLY_EN_1 Pin=R74_1-2
Added Pin To Net: NetName=RLY_EN_1 Pin=R75_1-1
Added Net: Name=RLY_EN_1
Added Pin To Net: NetName=RLY_EN_2 Pin=R74_2-2
Added Pin To Net: NetName=RLY_EN_2 Pin=R75_2-1
Added Net: Name=RLY_EN_2
Added Pin To Net: NetName=RLY_EN_3 Pin=R74_3-2
Added Pin To Net: NetName=RLY_EN_3 Pin=R75_3-1
Added Net: Name=RLY_EN_3
Added Pin To Net: NetName=RLY_EN_4 Pin=R74_4-2
Added Pin To Net: NetName=RLY_EN_4 Pin=R75_4-1
Added Net: Name=RLY_EN_4
Added Pin To Net: NetName=SWD_SWCLK Pin=U11-37
Added Net: Name=SWD_SWCLK
Added Pin To Net: NetName=SWD_SWDIO Pin=U11-34
Added Net: Name=SWD_SWDIO
Added Class: Name=BO1
Added Class: Name=BO2
Added Class: Name=BO3
Added Class: Name=BO4
Added Class: Name=BO5
Added Class: Name=BO6
Added Class: Name=LED1
Added Class: Name=LED2
Added Class: Name=LED4
Added Class: Name=LED5
Added Class: Name=LED7
Added Class: Name=LED8
Added Class: Name=LED9
Added Class: Name=LED10
Added Class: Name=RLY1
Added Class: Name=RLY2
Added Class: Name=RLY3
Added Class: Name=RLY4
Added Class: Name=MTR_PWM_[1..4]
Added Class: Name=BrauV2_BinaryOut
Added Class: Name=BrauV2_IOLED
Added Class: Name=BrauV2_Relay
Added Member To Class: ClassName=CM4 Member=Component D7 TJ-L3FYTGCBMCGSFLC6B-A5
Added Member To Class: ClassName=Power Member=Component D17 TJ-L3FYTGCRTFCLFLC2R-A5
Added Member To Class: ClassName=Power Member=Component D18 TJ-L3FYTGCRTFCLFLC2R-A5
